volumen,pagina,fila_original,autor,titulo,formato,tomos,figuras,pasta,lugar,año,atado,numero,precio,transcripcion_original,continua_en_pagina,ejemplar_de,misma_obra_que
2,pagina_0231-OCR.json,4,Salazar y Castro (D. Luis),"Casa de la Guardia, Priego, Talara, Aranes, Palma, Cartilla, Clarvijosora y Bobadilla",fol.,,No,no consta,,,,219,19,"Id. Casa de la Guardia, Priego, Talara, Aranes, Palma, Cartilla, Clarvijosora y Bobadilla fol. 219 19",,,
2,pagina_0231-OCR.json,5,Salazar y Castro (D. Luis),Historia Genealogica de la Casa de Lara,fol.,4 toms,No,no consta,Madrid,1696,,223,160,Id. Historia Genealogica de la Casa de Lara  fol 4 tomos Madrid 1696 fol. 223 160,,,
2,pagina_0231-OCR.json,6,Salazar y Castro (D. Luis),Historia de la misma Casa,fol.,,No,no consta,Madrid,1696,,223,160,Id. Historia de la misma Casa Madrid 1696 fol. 223 160,,,
2,pagina_0231-OCR.json,7,Salazar y Castro (D. Luis),Historia Genealogica de la casa de Silva,fol. may.,2 toms,No,no consta,Madrid,1685,,223,74,Id. Historia Genealogica de la familia de Silva Madrid 1689 fol. mayor 223 74,,,
2,pagina_0231-OCR.json,8,Salazar y Castro (D. Luis),Advertencias historicas sobre las obras & algunos Escritores Modernos Doctos,4º,,No,no consta,Madrid,1688,,243,24,Id. Advertencias historicas sobre las obras & algunos Escritores Modernos Doctos Madrid 1688 243 Duplicado 24,,,
2,pagina_0231-OCR.json,9,Salazar y Castro (D. Luis),Examen Castellano de la Critica Griega,4º,,No,no consta,Madrid,1736,,213,12,Id. Examen Castellano de la Critica Eriega Madrid 1786 213 12,,,
2,pagina_0231-OCR.json,10,Salazar y Castro (D. Luis),Representacion ó defensa de los Reyes militares,4º,,No,no consta,Madrid,1710,,213,8,Id. Representacion ó defensa de los Reyes militares Madrid 1710 213 8,,,
2,pagina_0231-OCR.json,11,Salazar y Castro (D. Luis),Apologia por la Orden de Calatrava contra las pretensiones del Sr. obispo de Jaen,fol.,,No,no consta,,,,197,18,Id. Apologia por la Orden de Calatrava contra las pretensiones del Sr. obispo de Jaen fol. 197 18,,,
2,pagina_0232-OCR.json,1,Salazar y Castro (D. Luis),Memorial Genealogico de los Condes de Monterrey,fol.,,No,no consta,,,,197,12,Memorial Genealogico de los Condes de Monterrey fol. n. 197 12,,,
2,pagina_0232-OCR.json,2,Salazar y Castro (D. Luis),Reflexion historica sobre los Matrimonios de las Casas de Austria y Baviera,fol.,,No,no consta,Madrid,1689,,197,18,Reflexion historica sobre los Matrimonios de la Casa de Austria y Baviera Madrid 1689 fol. n. 197 18,,,
2,pagina_0232-OCR.json,3,Salazar y Castro (D. Luis),"Memorial por el Marq.s de Belamazan, junto con otro de D. Eugenio Muñoz, sobre el mismo asunto",fol.,,No,no consta,,,,197,12,"Memorial por el Marq. de Belamazan, junto con otro de D. Eugenio Muñoz, sobre el mismo asunto fol. numero 197 12",,,
2,pagina_0232-OCR.json,4,Salazar y Castro (D. Luis),Incompatibilidad de nuestros habitos Militares con el de S.tí Espiritu,fol.,,No,no consta,,,,197,6,Incompatibilidad de nuestro habito militar con el de S.° Espiritu fol. numero 197 6,,,
2,pagina_0232-OCR.json,5,Salazar y Castro (D. Luis),Cathalogo historial Genealogico de los Señores y Condes de la Parra y Villa de Fernan Nuñez,fol.,,No,no consta,,,,197,24,Catalogo historial Genealogia de los Senores y Condes de la Frontera y Villa de Fernan Nuñez fol. n. 197 24,,,
2,pagina_0232-OCR.json,6,Salazar y Castro (D. Luis),Apologia por la Orden de Calatrava contra el Sor Arzobispo de Toledo,fol.,,No,no consta,,,,197,15,Apologia por la Orden de Calatrava contra el Arzobispo de Toledo fol. numero 197 15,,,
2,pagina_0232-OCR.json,7,Salazar (D. D. Pedro),Apologia por la Orden de Santiago en respuesta a los Memoriales,fol.,,No,no consta,,,,197,27,Apologia por la Orden de Santiago en respuesta a los memoriales 2.º y 3.º El Senor Belluga fol. N. 197 duplic. 27,,,
2,pagina_0232-OCR.json,8,Salazar (D. D. Pedro),Monarquia de España,fol.,3 toms,No,pasta,Madrid,1770,,133,90,Salazar (D. D. Pedro) Monarquia de España fol. 3 tomos. Pasta  Madrid 1770 n. 133 90,,,
2,pagina_0232-OCR.json,9,[Anónimo],Vida y sucesos prosperos y adversos de D. Bartholome de Carranza y Miranda,8º,,No,no consta,Madrid,1788,,214,5,Vida y sucesos prosperos y adversos de D. Bartholome de Carranza  y Miranda,pagina_0233-OCR.json,,
2,pagina_0233-OCR.json,1,Salazar y Mendoza (D. Pedro),Chronica del Cardenal D. Juan Tavera,,,No,no consta,Valladolid,1603,,125,15,Salazar y Mendoza(D. Pedro) Chronica del Cardenal D. Juan Tavera: A.° Valla 1603 125 15,,,
2,pagina_0233-OCR.json,2,Salazar y Mendoza (D. Pedro),Chronica del Cardenal de España D.n Pedro Gonzalez de Mendoza,fol.,,No,no consta,Toledo,1625,,181,60,id. Chronica del Cardenal de España D.° Pedro Gonzalez de Mendoza 1625 181 60,,,
2,pagina_0233-OCR.json,3,Salazar (Pedro de),"De vim connuetudine, et Stilo curiae Regali",fol.,,No,no consta,Segovia,1578,,246,16,"Salazar (Pedro de) De vim connuetudine, et Stilo curiae Regali 1578 Segovia 246 16",,,
2,pagina_0233-OCR.json,4,Salazar (Pedro de),Historia de las Guerra de España con Infieles por Mar y Tierra,fol.,,No,no consta,Medina del Campo,1570,,194,50,id. Historia de la Guerra de España con Ingleses por el Mar y Tierra 1570 Medina del Campo 194 50,,,
2,pagina_0233-OCR.json,5,Salazar (Pedro de),D. Historia de la Guerra del Emperador Carlos V contra los Hereges de Alemania,fol.,,No,no consta,Napoles,1549,,194,36,D. Historia de la Guerra del Emperador Carlos V contra los Hereges de Alemania 1549 Napoles 194 36,,,
2,pagina_0233-OCR.json,6,Salazar (F. Stephano),Genealogia Iesu-Christi,8º,,No,no consta,Lugduni,1584,,237,6,Salazar (F. Stephano) Genealogia Iesu-Christi 1584 Lugduni 237 6,,,
2,pagina_0233-OCR.json,7,Salazar (D.n Ignacio),Continuacion de la Historia de Mexico,fol.,,No,no consta,Madrid,1786,,122,24,Salazar (D.° Ignacio) Continuacion de la Historia de Mexico 1786 Ciudad 122 24,,,
2,pagina_0233-OCR.json,8,Salazar (D.° Ignacio),Historia de la Conquista de Mexico,fol.,2 partes,No,no consta,Cordova,1743,,131,24,iD. Historia de la Conquista de Mexico 1743 Cordova 2 131 24,,,
2,pagina_0233-OCR.json,9,Saldeni (Guilielmi),"De usu, et abusu librorum",12º,,No,no consta,Amstelodami,1688,,116,16,"Saldeni (Guilielmi) Deum, et abrum librorum 1688 Amstelodami 116 16",,,
2,pagina_0233-OCR.json,10,Sales (S. Francisco de),"Introduccion a una vida devota, traducida al Castellano por Cubi llas",8º,,No,no consta,Mad.,1784,,118,6,"Sales (S. Francisco S.) Introduccion a una vida devota, traducida al Castellano por Cubi",pagina_0234-OCR.json,,
2,pagina_0234-OCR.json,1,Sales (S. Francisco S.),Instruccion a la Vida devota traducida del Frances al Castellano por Fernandez,12º,,No,pasta,Paris,1713,22,22,8,id. nstruccion a la Vida devota traducida del Francés al Castellano por Fernando 12.º Pasta  Paris 1713 Atad. 22 8,,,
2,pagina_0234-OCR.json,2,Salgado y Camargo (P. Fernando),Vida de d.n Nicolas de Tolentino en Verso Castellano,4º,,No,no consta,Madrid,1628,,20,12,Salgado y Camargo (P. Fernando) Vida de D. Nicolay de Tolentino en Verso Castellano Madrid 1628. Número 20 12,,,
2,pagina_0234-OCR.json,3,Salgado Somoza (D. Francisco),De Regia protectione,fol.,2 tom.,No,no consta,Lugd.,1627,,275,230,Salgado Somoza (D. Francisco) De Regia protectione fol. 2 tom. Lugd. 1627 n. 275 230,,,
2,pagina_0234-OCR.json,4,Salgado Somoza (D. Francisco),Labyrintus Creditorum atque libertate Beneficiorum,fol.,2 tom.,No,no consta,Lugduni,1672,,275,230,Salgado Somoza (D. Francisco) Id. da bynintus Creditorum atque Libertate Beneficiorum: fol. 2 tom. Lugduni 1672. Número 275 230,,,
2,pagina_0234-OCR.json,5,Salgado Somoza (D. Francisco),"De Supplicatione, et Retentione Bonorum",fol.,,No,no consta,Lugduni,1664,,275,230,Salgado Somoza (D. Francisco) Id. De Supplicatione et Retentione Bonorum: fol. Lugduni 1664. N. 275 230,,,
2,pagina_0234-OCR.json,6,Salinas (lic.),Sumario de la Memorable Batalla de Clavijo,4º,,No,no consta,Madrid,1601,,212,8,Salinas (lic. ) Sumario de la Memorable Batalla de Clavijo 4º Madrid 1601 n. 212 8,,,
2,pagina_0234-OCR.json,7,Salinas (Fr. Miguel),"Libro Apologetico de la buena, y docta pronunciacion de los antiguos",12º,,No,no consta,Zaragoza,1560,,32,28,"Salinas (Fr. Miguel) Libro Apologético de la buena, y docta pronunciación de los antiguos: 12.º Zaragoza 1560. n. 32 28",,,
2,pagina_0234-OCR.json,8,Salinas Viñuela (D. Michael S.),Vitae acce ritorum & hominum,4º,,No,no consta,Gadicae,1649,,225,6,Salinas Viñuela (D. Michael S.) Vitae acce ritorum & hominum: 4.º Gadicae 1649. Número 225 6,,,
2,pagina_0234-OCR.json,9,Sallent (Sor Mariana),2 ed,8º,2 tom.,No,no consta,Valencia,1703,,4,8,Sallent (Sor Mariana) 2 ed. 8.º Valencia 1703. Número 4 8,,,
2,pagina_0234-OCR.json,10,Salmasio (Claud.),Miraellae Defensiones,12º,,No,no consta,Lugduni,1649,,250,20,Salmanio (Claud.) Miracllae Defensiones: 12.º Lug. 1649. n. 250 20,,,
2,pagina_0235-OCR.json,1,Salmasio (Claud.),"De annis Climactericis, et antiqua Astrologia",4º,,No,pasta blanca,Lugduni Batavorum,1648,,83,24,"De annis Climactericis, et antiqua Astrologia Lugduni Batavorum 1648 83 Part. blanca 24",,,
2,pagina_0235-OCR.json,2,[Anónimo],Dissertatio de Foenore Trapezitico,12º,,No,no consta,Lugd. Batavorum,1640,,250,12,Dissertatio de Foenore Tragelitico Lugd. Batavorum 1640 250 12,,,
2,pagina_0235-OCR.json,3,[Anónimo],"De Subscribendis, et Signandis Testamentis, et de Antiquorum et Hodiernorum Sigilorum differentia",8º,,No,pasta blanca,Lugduni Batavorum,1553,,80,20,"De Subscribendis, et Signandis Testamentis, et de Antiquorum et Hodiernorum Sigilorum differentiis Lugduni Batavorum 1553 80 Pasta  blanca 20",,,
2,pagina_0235-OCR.json,4,Salmeron (Fr. Pasqual),Vida del Sto. del Sacramento Sn. Pasqual Baylon,4º,,No,pasta,Madrid,1785,,191,19,Salmeron (F. Pascual) Vida del Sto. del Sacramento S . Pascual Baylon  4º Pasta  Madrid 1785 191 19,,,
2,pagina_0235-OCR.json,5,[Anónimo],La antigua Carteia ó Carcesa hoy Zieza villa del Reyno de Murcia,4º,,No,no consta,Madrid,1777,,187,12,De la antigua Carteja ó Carteia hoy Zieza villa del Reyno de Murcia Madrid 1777 187 12,,,
2,pagina_0235-OCR.json,6,[Anónimo],Salmos de David puestos en Castellano con algunas notas por D. Eugenio Garcia,8º may.,,No,pasta,Madrid,1785,,208,20,Salmos de David puestos en Castellano con algunas notas D. Eugenio Garcia 8º Pasta   Madrid 1785 208 20,,,
2,pagina_0235-OCR.json,7,[Anónimo],Salmos Penitenciales y Graduales en latin y castellano por el P. M. Petite,8º,,No,pasta,Madrid,1787,,203,10,Salmos Penitenciales y Graduales en latín y castellano P. M. Petite 8º Pasta  Madrid 1787 203 10,,,
2,pagina_0235-OCR.json,8,[Anónimo],"Salomonis Canticum Canticorum versibus et commentariis illustratum per Genebrardum, et alios",8º,,No,no consta,Paris,1585,26,26,9,Salomonis Canticum Canticorum verisibus et commentariis illustratum Genebrardum et alios 8º Mayor Paris 1585 26 9,,,
2,pagina_0235-OCR.json,9,Salomonis,Proverbios traducidos y comentados por F. Alonso Ramon del Orden Mercenario,12º,,No,no consta,Madrid,1625,,239,4,Proverbios traducidos y comentados F. Alonso Ramos del Orden Mercedario,pagina_0236-OCR.json,,
2,pagina_0236-OCR.json,1,"Salomon, y Gelabert (D.D.)","Regla devida, muy útil para los Pobres en Catalán, traducida al Castellano por un Eclesiástico",8º,,No,pasta,Madrid,1776,,193,8,"Salomon, y Gelabert (D.D.) Regla devida, muy útil para los Pobres en Catalán, traducida al Castellano por un Eclesiástico 8.º Pasta Madrid 1776. N. 193 8",,,
2,pagina_0236-OCR.json,2,Salomon (Antonio),Epitome decretalium,12º,,No,no consta,Lugduni,1700,,271,12,Salomon (Antonio) Epitome decretalium 12.º parte Lugduni 1700. N. 271 12,,,
2,pagina_0236-OCR.json,3,Salon de Pace (Didaco Burgensi),Quaestiones Civiles,8º,,No,no consta,Methymnae,1576,,227,6,Salon de Pace (Sidaco Burgensi) Quaestiones Civiles 8.º Althymnae 1576. N. 227 6,,,
2,pagina_0236-OCR.json,4,Salonis de Paz (Marci),Conciliaria,fol.,,No,no consta,Methymnae Campi,1576,,246,15,Salonis de Paz (clari) Conciliaria fol. Althymnae Campi 1576 N. 246 15,,,
2,pagina_0236-OCR.json,5,[Anónimo],"Salviani Opera, curate curando Ritterum studio",,,No,no consta,Altorfii,1611,14,,8,"Salviani Opera, curate curando Ritterum Hinc Altorfii 1611. Atado 14 8",,,
2,pagina_0236-OCR.json,6,Saluti (Chrispus),"De Continuatione Cathilinae, et de Bello jugurtino Historiae",fol.,,No,no consta,Venetiis,1596,,37,24,"Saluti (Christoph) De Continuatione Catholicae, et de Bello jugurthino Historiae fol. Venetiis 1596. N. 97 24",,,
2,pagina_0236-OCR.json,7,Saluti (Chrispus),[Eiusd.] Cum veterum Historicorum fragmentis,12º,,No,no consta,Amstelodami,1658,,228,16,Saluti (Christoph) Eiusd. cum notis Variorum 12.º parte Amstelodami 1658. Numero 228 16,,,
2,pagina_0236-OCR.json,8,Saluti (Chrispus),[Eiusd.] Cum notis Variorum,8º,,No,no consta,Lugduni Batavorum,1649,,91,30,Saluti (Christoph) Eiusd. cum notis Variorum 8.º Lugduni Batavorum 1649. N. 91 30,,,
2,pagina_0236-OCR.json,9,Saluti (Christoph),[Eiusd.] Historiarum: 8.º cum scholiis Aldi Manutii: duxd. apud Epiphum,8º,,No,no consta,Lugduni apud Iuphum,1596,,91,10,Saluti (Christoph) Eiusd. Historiarum: 8.º cum scholiis Aldi Manutii: duxd. apud Epiphum 1596 Numero 91  10,,,
2,pagina_0236-OCR.json,10,Saluti (Christoph),[Eiusd.] Traducido al Español p. el Infante Gabriel de Borbon,,,No,pasta,Madrid,1772,,196,2200,Eiusd. traducido al Español p. el Infante,pagina_0237-OCR.json,,
2,pagina_0237-OCR.json,2,Saluti (Christoph),"Sus obras traducidas por Manuel de Sueiro, con las quatro oraciones de Ciceron contra Catilina tambien traducidas",12º,,No,no consta,Madrid,1632,23,12,6,"Eiusd. Sus ibras taducidas por Manuel de Lueiro con las quatro oraciones de Cicernon contra Catilina  también traducidas 12 Madrid 1632, Atado 23 6",,,
2,pagina_0237-OCR.json,3,Saluti (Christoph),"Traducido al castellano por Sueiro, y tambien las oraciones de Ciceron contra Cathilina por Laguna traducidas",4º,,No,pasta,Madrid,1786,,293,18,"id.  Traducido al castellano por Lueiro y tambien las oraciones de Ciceron contra Catilina por Lagua traducidas  : 4.ª pasta Madrid 1786, Número 293 18",,,
2,pagina_0237-OCR.json,4,Salcedo (D. García),Christales de Iconas,4º,,No,no consta,Madrid,1649,,20,15,"Salcedo (D. García) Christales Policos Madrid 1649, N.º 20 15",,,
2,pagina_0237-OCR.json,5,Salcedo (D. García),Rimay,,,No,no consta,Madrid,1627,,4,6,"Salcedo (D. García) idem Rimay: 8.ª Madrid 1627, N.º 4 6",,,
2,pagina_0237-OCR.json,6,Salcedo (D. García),Rimas,8º,,No,no consta,Madrid,1627,,4,6,id. Rimas 8º Madrid 1627 N. 4 6,,,
2,pagina_0237-OCR.json,7,Salcedo de Aguirre (D. Gaspar),Pliego de Cartas,4º,,No,no consta,Baeza,1594,,24,24,"Salcedo (Figueroa D. Gaspar) Pliego de Cartas 1.ª Baeza 1594, N.º 24 24",,,
2,pagina_0237-OCR.json,8,Salcedo (R. P. Hieronimi),De Regimine Principum,fol.,,No,no consta,Francofurti,1655,,140,36,"Salcedo (R. P. Hieronimi) De Regimine Principum fol. Francofurti 1655, N.º 140 36",,,
2,pagina_0237-OCR.json,9,Salcedo y Azcona (M. D. Luis de),Muerte prevenida,8º,2 toms,No,no consta,Madrid,1785,,192,12,"Salcedo y Azcona (M. D. Luis del Cuento) Muerte prevenida 8.ª tomo ciudad 1785, N.º 192 12",,,
2,pagina_0237-OCR.json,10,Salcedo (Dr. Pedro Gonzalez de),Nudrición Real de Príncipes,4º,,No,no consta,Madrid,1671,,263,12,"Salcedo (D. Pedro Gonzalez) Nudrición Real de Príncipes 1.ª Madrid 1671, N.º 263 12",,,
2,pagina_0237-OCR.json,11,Salcedo (Dr. Pedro Gonzalez de),Apología de España contra la Francia,fol.,,No,pasta,Madrid,,,304,30,Salcedo (D. Pedro Gonzalez) Apología de España contra la Francia,pagina_0238-OCR.json,,
2,pagina_0238-OCR.json,1,Salcedo (Lic.do Petri Gonzalez de),Tractatus de Lege Politica,fol.,2 tom.,No,no consta,Matriti,1678,,268,,Salcedo (Lic. Dn. Pedro González de) Tractatus de Lege Politicis fol. 2 tom. citati 1679  n. 268.,,,
2,pagina_0238-OCR.json,2,Salcedo (Lic.do Petri Gonzalez de),Theatrum honoris seu Commentaria,fol.,,No,no consta,MAtriti,1672,,268,,Salcedo (Lic. Dn. Pedro González de) Theatrum honoris seu Commentaria fol. MAtriti 1672 n. 268.,,,
2,pagina_0238-OCR.json,3,Salcedo (Lic.do Petri Gonzalez de),Tratado juridico del Contrabando,fol.,,No,no consta,Madrid,1729,,268,268,Salcedo (Lic. Dn. Pedro González de) Tratado jurídico del contrabando fol. Madrid 1729.  n. 268,,,
2,pagina_0238-OCR.json,4,Salcedo (Lic.do Petri Gonzalez de),Analecta juris adnotissime LL. Recopilationis,fol.,,No,no consta,Mantuae Carpentanae,1643,,268,268,Salcedo (Lic. Dn. Pedro González de) Analecta juri adnotissime de Re coplationis fol. Mantuae Carpentanae 1643 Num. 268,,,
2,pagina_0238-OCR.json,5,Salcedo (Lic.do Petri Gonzalez de),Examen de la Verdad sobre varios estados,fol.,,No,no consta,Madrid,,,268,400,Salcedo (Lic. Dn. Pedro González de) Examen de la Verdad sobre varios estados fol. Madrid Num. 268. —,,,
2,pagina_0238-OCR.json,6,Samaniego (Dn. Félix María de),Fabulas en verso Castellano,4º,2 tomos,No,no consta,Val.,1781,,20,30,Samaniego (Dn. Félix María de) Fabulas en verso Castellano 4º 2 tomos. Val. 1781. N. 20. 30,,,
2,pagina_0238-OCR.json,7,Sambuci (Jo.),Icones veterum aliquot Medicorum &c.,fol.,,No,no consta,Antuerpiae,1574,,108,24,Sambuci (To.) Icones Rerum aliquot Medicorum &. fol. Antuerpiae 1524 n. 108. 24,,,
2,pagina_0238-OCR.json,8,Sambucii Pannonii (To.),De Neburgensium ad Romanum Dimensio Cynexis,fol.,tomus tercius,No,no consta,Francofurti,1581,32,,12,Sambucii Pannonii (To.) De Neburgensium ad Romanum Dimensio Cynexis fol. tomus tercius Francofurti 1581. Atado 32. 12,,,
2,pagina_0238-OCR.json,9,Sanmarco (Ottavio),Delle Mutationi de Regni,12º,,No,no consta,Milano,1630,,318,4,Sanmarco (Ottavio) Delle Mutationi de Regni 12° Milano 1630. Numero 318. 4,,,
2,pagina_0238-OCR.json,10,Samper (Dn. Fr. Hipolito de),Montesa Ilustrada,fol.,2 tomos,No,no consta,Valencia,1669,,154,20,Sampier (Dn. Fr. Hipólito de) Montería Ilustrada fol. 2 tomos. Valencia 1669. en 154. 20,,,
2,pagina_0238-OCR.json,11,Sampere (Franc.),De Veritatus diversitate intercerto Civium ordines constituenda,8º,,No,no consta,Salmanticae,1771,,22,1,Sampere (Franc.) De Veritatus diversitate intercerto  ,pagina_0239-OCR.json,,
2,pagina_0239-OCR.json,2,Sampere (Franc.),De Magistratibus Urbanis Populi Romani Commentarius,8º,,No,no consta,Salmanticae,1788,,282,6,Id. De magistratibus Urbani Populi Romani Commentarii 8.º Salmanticae 1788. n. 282 6,,,
2,pagina_0239-OCR.json,3,S.º Agustin (Fr. Francisco d.),Philipica Portuguesa contra la invectiva Castellana,fol.,,No,no consta,Lisboa,1645,,21,24,S.º Agustin (Fr. Francisco) Philippica Portuguesa contra la invectiva Castellana: fol. Lisboa 1649. n. 21 24,,,
2,pagina_0239-OCR.json,4,San Alberto (Fr. Josef Antonio),Colecciones de Pastorales publicadas para la edificacion de los Fieles,4º,,No,pasta,Madrid,1786,,195,36,San Alberto (Fr. Jose Antonio) Colecciones de Pastorales publicadas para la edificacion del clero Fieles: 4.º Pasta Madrid. 1786. n. 195 36,,,
2,pagina_0239-OCR.json,5,San Benito,La Santa Regla,16º,,No,no consta,Zaragoza,1699,,14,1,"San Benito La Santa Regla 16.º Zaragoza 1699, numero 14 1",,,
2,pagina_0239-OCR.json,6,San Phelipe (Marq. de),Monarquia hebrea añadida por Calmet,8º,6 tom,No,pasta,Haya,1745,,318,32,"San Felipe (Marqués de) Monarquia hebrea añadida por Calmet: 8.º tomo. Parte Haya 1745, numero 318 32",,,
2,pagina_0239-OCR.json,7,San Phelipe (Marq. de),Comentarios de la Guerra de España,4º,3 tom,No,no consta,Genova y Madrid,1756,,134,36,Id. Comentarios de la Guerra de España: 4.º tomo. Genova y Madrid 1756. n. 134 36,,,
2,pagina_0239-OCR.json,8,San Geronimo (Sor Anna de),Obras poeticas,4º,,No,no consta,Cordova,1773,,33,12,San Jeronimo (Sor Anna de) Obra poética: 4.º Cordova 1773. numero 33 12,,,
2,pagina_0239-OCR.json,9,San Fil. (Marq. de),Miscelanea Politica,12º,,No,no consta,Madrid,1753,,315,8,San Gil (Marques de) Miscelanea Politica: 12.º Madrid. 1753. numero 315 8,,,
2,pagina_0239-OCR.json,10,San Fil. (Marq. de),Obras Políticas y Morales,8º,,No,no consta,Madrid,1753,,318,12,"Id. Obras Políticas y Morales; 8.º dos tomos planos uno Castellano y otro en Francés, Madrid. 1753. n. 318 12",,,
2,pagina_0240-OCR.json,1,San Josef (P. Fr. Gerónimo de),Genio de la Historia,4º,,No,no consta,Zaragoza,1651,,125,12,San José (P. Fr. Gerónimo de) Genio de la Historia 4º Zaragoza 1651 125 12,,,
2,pagina_0240-OCR.json,2,San Josef (El Ilmo y Rmo Sr Dr Dn Miguel de),El estudio de la verdad,4º,,No,no consta,Madrid,1767,,200,12,San José (El Ilm. Y Rmo Dn.Miguel De) el estudio de la verdad 4º  Madrid 1767 200 12,,,
2,pagina_0240-OCR.json,3,San Juan Bautista (F. Agustín),Prosodia de la lengua Latina,8º,,No,no consta,Zaragoza,1744,14,14,3,San Juan Bautista (F. Agustín) Prosodia del lengua latina 8º Zaragoza 1744 14 3,,,
2,pagina_0240-OCR.json,4,San Juan (F. Fran.co),Mision Historial de Marruecos,fol.,,No,no consta,Sevilla,1708,,298,26,San Juan (J. Fran.) Mision Historial de Marruecos  fol Sevilla 1708 298 26,,,
